Nombre;URL
parp_frm_prod - PARP - URL's Reports - DNS F5;https://prodparp.bolnet.com.co/reports/rwservlet?server=cluster_reports_parp&report=test.rdf&destype=cache&desformat=pdf
parp_frm_prod - PARP - URL's Reports - Server1;https://for03sbcc04:8003/reports/rwservlet?server=reptool_parpprod1&report=test.rdf&destype=cache&desformat=pdf
parp_frm_prod - PARP - URL's Reports - Cluster;https://for03sbcc04:7757/reports/rwservlet?server=cluster_reports_parp&report=test.rdf&destype=cache&desformat=pdf
parp_frm_prod - PARP - OHS - Server1;https://for03sbcc04:7757
svpa_frm_prod - SVPA - URL's Forms - DNS F5;https://svpaprod.bolnet.com.co/forms
svpa_frm_prod - SVPA - URL's Forms - Server1;https://for05sbcc04:8002/forms/
svpa_frm_prod - SVPA - URL's Forms - Cluster;https://for05sbcc04:7790/forms/
svpa_frm_prod - SVPA - URL's Reports - DNS F5;https://svpaprod.bolnet.com.co/reports/rwservlet?server=cluster_reports&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - SVPA - URL's Reports - Server1;https://for05sbcc04:8004/reports/rwservlet?server=rep_wls_reports_svpa&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - SVPA - URL's Reports - Cluster;https://for05sbcc04:7790/reports/rwservlet?server=cluster_reports&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - SVPA - OHS - Server1;https://for05sbcc04:7790/forms/
svpa_frm_prod - Conciso/Concilia - URL's Forms - DNS F5;https://prodconciso.bolnet.com.co/forms/
svpa_frm_prod - Conciso/Concilia - URL's Forms - Server1;https://for05sbcc04:8012/forms/
svpa_frm_prod - Conciso/Concilia - URL's Forms - Server2;https://for06sbcc04:8012/forms/
svpa_frm_prod - Conciso/Concilia - URL's Forms - Cluster;https://for05sbcc04:7727/forms/
svpa_frm_prod - Conciso/Concilia - URL's Forms - Cluster_105;https://for06sbcc04:7727/forms/
svpa_frm_prod - Conciso/Concilia - URL's Reports - DNS F5;https://prodconciso.bolnet.com.co/reports/rwservlet?server=cluster_reports_conci&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - Conciso/Concilia - URL's Reports - Server1;https://for05sbcc04:8014/reports/rwservlet?server=rep_conciprod1&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - Conciso/Concilia - URL's Reports - Server2;https://for06sbcc04:8014/reports/rwservlet?server=rep_conciprod2&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - Conciso/Concilia - URL's Reports - Cluster;https://for05sbcc04:7727/reports/rwservlet?server=cluster_reports_conci&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - Conciso/Concilia - URL's Reports - Cluster_105;https://for06sbcc04:7727/reports/rwservlet?server=cluster_reports_conci&report=test.rdf&destype=cache&desformat=pdf
svpa_frm_prod - Conciso/Concilia - OHS - Server1;https://for05sbcc04:7727/
svpa_frm_prod - Conciso/Concilia - OHS - Server2;https://for06sbcc04:7727/
cen_frm_prod - Saghi - URL's Forms - DNS F5;https://prodsaghi.bolnet.com.co/forms/
cen_frm_prod - Saghi - URL's Forms - Server1;https://for07sbcc04:7002/forms/
cen_frm_prod - Saghi - URL's Forms - Server2;https://for08sbcc04:7002/forms/
cen_frm_prod - Saghi - URL's Forms - Cluster;https://for07sbcc04:7717/forms/
cen_frm_prod - Saghi - URL's Forms - Cluster_145;https://for08sbcc04:7717/forms/
cen_frm_prod - Saghi - URL's Reports - DNS F5;https://prodsaghi.bolnet.com.co/reports/rwservlet?server=cluster_reports_saghi&report=test.rdf&destype=cache&desformat=pdf 
cen_frm_prod - Saghi - URL's Reports - Server1;https://for07sbcc04:7014/reports/rwservlet?server=repsaghiprod1&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Saghi - URL's Reports - Server2;https://for08sbcc04:7014/reports/rwservlet?server=repsaghiprod2&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Saghi - URL's Reports - Cluster;https://for07sbcc04:7727/reports/rwservlet?server=cluster_reports_saghi&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Saghi - URL's Reports - Cluster_145;https://for08sbcc04:7727/reports/rwservlet?server=cluster_reports_saghi&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Saghi - OHS - Server1;https://for07sbcc04:7727/
cen_frm_prod - Saghi - OHS - Server2;https://for08sbcc04:7727/
cen_frm_prod - Sitri - URL's Forms - DNS F5;https://prodsitri.bolnet.com.co/forms/
cen_frm_prod - Sitri - URL's Forms - Server1;https://for07sbcc04:7002/forms
cen_frm_prod - Sitri - URL's Forms - Server2;https://for08sbcc04:7002/forms/
cen_frm_prod - Sitri - URL's Forms - Cluster;https://for07sbcc04:7717/forms/
cen_frm_prod - Sitri - URL's Forms - Cluster_145;https://for08sbcc04:7717/forms/
cen_frm_prod - Sitri - URL's Reports - DNS F5;https://prodsitri.bolnet.com.co/reports/rwservlet?server=cluster_reports_sitri&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Sitri - URL's Reports - Server1;https://for07sbcc04:7004/reports/rwservlet?server=repsitriprod1&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Sitri - URL's Reports - Server2;https://for08sbcc04:7004/reports/rwservlet?server=repsitriprod2&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Sitri - URL's Reports - Cluster;https://for07sbcc04:7717/reports/rwservlet?server=cluster_reports_sitri&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Sitri - URL's Reports - Cluster_145;https://for08sbcc04:7717/reports/rwservlet?server=cluster_reports_sitri&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Sitri - OHS - Server1;https://for07sbcc04:7717/
cen_frm_prod - Sitri - OHS - Server2;https://for08sbcc04:7717/
cen_frm_prod - Siebel - URL's Forms - DNS F5;https://prodsiebel.bolnet.com.co/forms/
cen_frm_prod - Siebel - URL's Forms - Server1;https://for07sbcc04:7022/forms/
cen_frm_prod - Siebel - URL's Forms - Server2;https://for08sbcc04:7022/forms/
cen_frm_prod - Siebel - URL's Forms - Cluster;https://for07sbcc04:7747/forms/
cen_frm_prod - Siebel - URL's Forms - Cluster_145;https://for08sbcc04:7747/forms
cen_frm_prod - Siebel - OHS - Server1;https://for07sbcc04:7747/
cen_frm_prod - Siebel - OHS - Server2;https://for08sbcc04:7747/
cen_frm_prod - Control de Cambios - SIPLA - URL's Forms - DNS F5;https://prodsipla.bolnet.com.co/forms/
cen_frm_prod - Control de Cambios - SIPLA - URL's Forms - Server1;https://for07sbcc04:7032/forms/
cen_frm_prod - Control de Cambios - SIPLA - URL's Forms - Server2;https://for08sbcc04:7032/forms/
cen_frm_prod - Control de Cambios - SIPLA - URL's Forms - Cluster;https://for07sbcc04:7737/forms/
cen_frm_prod - Control de Cambios - SIPLA - URL's Forms - Cluster_145;https://for08sbcc04:7737/forms/
